trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
WIL_231_V6,21:19:31,21:19:28,90206,54,0,0
WIL_231_V6,21:24:12,21:18:42,90205,56,0,0
WIL_231_V7,20:34:58,20:33:56,90007,24,0,0
WIL_231_V7,20:43:55,20:30:09,90006,27,0,0
WIL_231_V7,20:36:36,20:36:50,90005,29,0,0
WIL_231_V7,20:45:45,20:40:11,90004,33,0,0
WIL_231_V7,20:50:53,20:44:30,90406,36,0,0
WIL_231_V7,20:57:21,20:48:27,90217,40,0,0
WIL_231_V7,21:03:33,20:49:09,90216,42,0,0
WIL_231_V7,20:59:16,21:03:35,90215,43,0,0
WIL_231_V7,21:03:33,21:03:52,90214,44,0,0
WIL_231_V7,21:05:59,20:53:36,90213,45,0,0
WIL_231_V7,21:09:45,21:05:27,90212,46,0,0
WIL_231_V7,21:04:57,21:07:40,90211,47,0,0
WIL_231_V7,21:01:00,21:03:49,90210,48,0,0
WIL_231_V7,21:12:41,21:08:33,90209,49,0,0
WIL_231_V7,21:06:50,21:07:37,90208,51,0,0
WIL_231_V7,21:04:11,21:10:19,90207,52,0,0
WIL_231_V7,21:16:07,21:17:34,90206,54,0,0
WIL_231_V7,21:14:57,21:22:37,90205,56,0,0
WIL_235_V6,22:28:11,22:19:59,90007,24,0,0
WIL_235_V6,22:29:23,22:28:22,90006,27,0,0
WIL_235_V6,22:32:56,22:35:45,90005,29,0,0
WIL_235_V6,22:40:14,22:35:10,90004,33,0,0
WIL_235_V6,22:43:12,22:44:50,90406,36,0,0
WIL_235_V6,22:44:55,22:40:47,90217,40,0,0
WIL_235_V6,22:46:44,22:45:09,90216,42,0,0
WIL_235_V6,22:45:06,22:55:00,90215,43,0,0
WIL_235_V6,22:55:41,22:56:40,90214,44,0,0
WIL_235_V6,22:45:10,22:53:58,90213,45,0,0
WIL_235_V6,22:50:49,22:50:26,90212,46,0,0
WIL_235_V6,22:53:38,22:57:17,90211,47,0,0
WIL_235_V6,22:59:18,22:55:45,90210,48,0,0
WIL_235_V6,22:53:54,22:55:06,90209,49,0,0
WIL_235_V6,22:55:04,22:55:24,90208,51,0,0
WIL_235_V6,22:59:56,23:05:10,90207,52,0,0
WIL_235_V6,22:59:10,23:05:46,90206,54,0,0
WIL_235_V6,23:13:46,23:08:59,90205,56,0,0
WIL_2720_V55,09:01:53,09:12:35,90201,1,0,0
WIL_2720_V55,09:14:42,09:07:00,90202,4,0,0
WIL_2720_V55,09:28:53,09:25:51,90203,8,0,0
WIL_2720_V55,09:33:22,09:33:31,90204,12,0,0
WIL_2720_V55,09:38:49,09:37:19,90205,14,0,0
WIL_2720_V55,09:35:51,09:40:34,90206,16,0,0
WIL_2720_V55,09:49:46,09:44:33,90207,18,0,0
WIL_2720_V55,09:37:49,09:42:20,90208,19,0,0
WIL_2720_V55,09:46:21,09:39:12,90209,21,0,0
WIL_2720_V55,09:50:25,09:47:15,90210,22,0,0
WIL_2720_V55,09:56:12,09:51:39,90211,23,0,0
WIL_2720_V55,09:55:00,09:49:42,90212,24,0,0
WIL_2720_V55,09:58:47,10:00:32,90213,25,0,0
WIL_2720_V55,10:03:15,10:03:56,90214,26,0,0
WIL_2720_V55,09:51:40,09:51:56,90215,27,0,0
WIL_2720_V55,10:04:48,10:02:46,90216,28,0,0
WIL_2720_V55,10:07:34,10:05:57,90217,30,0,0
WIL_2720_V55,10:05:40,10:15:53,90406,34,1,3
WIL_2720_V55,10:09:45,10:08:43,90004,37,1,3
WIL_2720_V55,10:27:39,10:17:49,90005,41,1,3
WIL_2720_V55,10:32:32,10:18:29,90006,43,1,3
WIL_2720_V55,10:31:22,10:34:52,90007,46,0,0
WIL_273_V5,20:27:41,20:29:51,90007,24,0,0
WIL_273_V5,20:39:56,20:43:33,90006,27,0,0
WIL_273_V5,20:47:14,20:44:27,90005,29,0,0
WIL_273_V5,20:50:45,20:50:59,90004,33,0,0
WIL_273_V5,20:49:09,20:47:11,90406,36,0,0
WIL_273_V5,21:02:09,20:55:05,90217,40,0,0
WIL_273_V5,20:53:05,20:56:43,90216,42,0,0
WIL_273_V5,20:53:43,21:05:38,90215,43,0,0
WIL_273_V5,20:53:42,20:57:11,90214,44,0,0
WIL_273_V5,21:04:14,21:02:28,90213,45,0,0
WIL_273_V5,21:07:35,21:08:37,90212,46,0,0
WIL_273_V5,21:10:52,21:07:45,90211,47,0,0
WIL_273_V5,21:05:20,21:06:28,90210,48,0,0
WIL_273_V5,21:13:54,21:09:20,90209,49,0,0
WIL_273_V5,21:04:20,21:09:03,90208,51,0,0
WIL_273_V5,21:09:43,21:06:19,90207,52,0,0
WIL_273_V5,21:22:01,21:10:34,90206,54,0,0
WIL_273_V5,21:12:14,21:22:47,90205,56,0,0
WIL_275_V5,21:32:22,21:39:18,90007,24,0,0
WIL_275_V5,21:36:38,21:44:30,90006,27,0,0
WIL_275_V5,21:48:21,21:45:06,90005,29,0,0
WIL_275_V5,21:45:20,21:42:16,90004,33,0,0
WIL_275_V5,21:56:49,21:54:28,90406,36,0,0
WIL_275_V5,22:03:24,21:55:39,90217,40,0,0
WIL_275_V5,21:52:22,21:52:24,90216,42,0,0
WIL_275_V5,22:04:40,21:55:17,90215,43,0,0
WIL_275_V5,21:54:17,21:59:17,90214,44,0,0
WIL_275_V5,22:03:20,22:09:47,90213,45,0,0
WIL_275_V5,22:03:02,22:02:14,90212,46,0,0
WIL_275_V5,22:06:34,21:58:06,90211,47,0,0
WIL_275_V5,22:02:47,22:05:40,90210,48,0,0
WIL_275_V5,22:08:28,22:08:36,90209,49,0,0
WIL_275_V5,22:18:10,22:16:02,90207,52,0,0
WIL_275_V5,22:17:51,22:17:17,90206,54,0,0
WIL_275_V5,22:17:35,22:14:08,90205,56,0,0
WIL_275_V5,22:26:36,22:19:11,90204,58,0,0
WIL_275_V5,22:33:40,22:37:01,90203,62,0,0
WIL_277_V5,22:26:51,22:31:59,90007,24,0,0
WIL_277_V5,22:42:52,22:35:23,90006,27,0,0
WIL_277_V5,22:44:40,22:41:29,90005,29,0,0
WIL_277_V5,22:38:51,22:51:22,90004,33,0,0
WIL_277_V5,22:44:34,22:40:52,90406,36,0,0
WIL_277_V5,22:54:03,22:59:18,90217,40,0,0
WIL_277_V5,22:57:03,22:56:02,90216,42,0,0
WIL_277_V5,22:50:32,23:02:21,90215,43,0,0
WIL_277_V5,22:55:12,22:57:42,90214,44,0,0
WIL_277_V5,23:03:10,22:57:17,90213,45,0,0
WIL_277_V5,23:07:00,23:08:44,90212,46,0,0
WIL_277_V5,23:08:26,23:06:14,90211,47,0,0
WIL_277_V5,23:10:21,23:00:26,90210,48,0,0
WIL_277_V5,23:09:54,23:12:49,90209,49,0,0
WIL_277_V5,23:14:23,23:08:54,90208,51,0,0
WIL_277_V5,23:14:48,23:17:28,90207,52,0,0
WIL_277_V5,23:18:53,23:15:30,90206,54,0,0
WIL_277_V5,23:15:56,23:09:53,90205,56,0,0
WIL_279_V5,23:27:28,23:33:33,90007,24,0,0
WIL_279_V5,23:42:12,23:38:48,90006,27,0,0
WIL_279_V5,23:44:08,23:35:41,90005,29,0,0
WIL_279_V5,23:40:02,23:42:43,90004,33,0,0
WIL_279_V5,23:51:05,23:42:18,90406,36,0,0
WIL_279_V5,23:50:17,23:49:18,90217,40,0,0
WIL_279_V5,23:58:22,23:55:03,90216,42,0,0
WIL_279_V5,23:55:30,23:58:33,90215,43,0,0
WIL_279_V5,23:52:24,23:51:14,90214,44,0,0
WIL_279_V5,24:03:45,24:01:58,90213,45,0,0
WIL_279_V5,24:01:08,24:08:15,90212,46,0,0
WIL_279_V5,24:00:33,24:04:10,90211,47,0,0
WIL_279_V5,24:03:51,24:05:41,90210,48,0,0
WIL_279_V5,24:09:02,24:01:28,90209,49,0,0
WIL_279_V5,24:01:58,24:09:25,90208,51,0,0
WIL_279_V5,24:08:23,24:08:35,90207,52,0,0
WIL_279_V5,24:12:38,24:16:17,90206,54,0,0
WIL_279_V5,24:11:54,24:14:47,90205,56,0,0
WIL_3223_V55,09:14:47,09:24:16,90007,36,0,0
WIL_3223_V55,09:19:37,09:27:57,90006,39,0,0
WIL_3223_V55,09:22:48,09:22:27,90005,41,0,0
WIL_3223_V55,09:40:54,09:33:41,90004,45,0,0
WIL_3223_V55,09:30:10,09:35:09,90406,48,0,0
WIL_3223_V55,09:44:12,09:47:13,90217,52,0,0
WIL_3223_V55,09:40:07,09:40:29,90216,54,0,0
WIL_3223_V55,09:49:48,09:43:35,90215,55,0,0
WIL_3223_V55,09:53:27,09:40:24,90214,56,0,0
WIL_3223_V55,09:42:57,09:55:49,90213,57,0,0
WIL_3223_V55,09:54:02,09:55:07,90212,58,0,0
WIL_3223_V55,09:44:49,09:52:19,90211,59,0,0
WIL_3223_V55,09:51:02,09:49:05,90210,60,0,0
WIL_3223_V55,10:02:26,09:50:46,90209,61,0,0
WIL_3223_V55,09:50:12,09:58:05,90208,63,0,0
WIL_3223_V55,10:06:48,10:02:20,90207,64,0,0
WIL_3223_V55,10:01:30,09:59:41,90206,66,0,0
WIL_3223_V55,10:04:20,10:02:05,90205,68,0,0
WIL_3223_V55,10:13:08,10:15:38,90204,70,0,0
WIL_3223_V55,10:19:07,10:28:59,90203,74,0,0
WIL_4211_V55,07:04:25,07:04:53,90007,31,0,0
WIL_4211_V55,07:11:04,07:13:44,90006,34,0,0
WIL_4211_V55,07:05:42,07:05:43,90005,36,0,0
WIL_4211_V55,07:09:44,07:17:16,90004,40,0,0
WIL_4211_V55,07:14:04,07:11:45,90406,43,0,0
WIL_4211_V55,07:32:20,07:30:11,90217,47,0,0
WIL_4211_V55,07:29:12,07:34:38,90216,49,0,0
WIL_4211_V55,07:30:25,07:35:50,90215,50,0,0
WIL_4211_V55,07:26:54,07:23:56,90214,51,0,0
WIL_4211_V55,07:31:24,07:32:24,90213,52,0,0
WIL_4211_V55,07:38:08,07:33:03,90212,53,0,0
WIL_4211_V55,07:32:08,07:37:48,90211,54,0,0
WIL_4211_V55,07:37:14,07:35:45,90210,55,0,0
WIL_4211_V55,07:32:58,07:43:08,90209,56,0,0
WIL_4211_V55,07:38:48,07:43:22,90208,58,0,0
WIL_4211_V55,07:36:59,07:48:26,90207,59,0,0
WIL_4211_V55,07:52:09,07:39:29,90206,61,0,0
WIL_4211_V55,07:55:09,07:53:21,90205,63,0,0
WIL_4213_V55,07:34:39,07:33:56,90007,31,0,0
WIL_4213_V55,07:47:50,07:39:00,90006,34,0,0
WIL_4213_V55,07:50:35,07:39:39,90005,36,0,0
WIL_4213_V55,07:54:18,07:52:14,90004,40,0,0
WIL_4213_V55,07:51:54,07:49:53,90406,43,0,0
WIL_4213_V55,08:09:01,08:05:50,90207,59,0,0
WIL_4213_V55,08:05:23,08:19:27,90205,63,0,0
WIL_4213_V55,08:22:32,08:09:23,90204,65,0,0
WIL_4213_V55,08:28:52,08:33:01,90203,69,0,0
WIL_4213_V55,08:40:57,08:44:59,90202,73,0,0
WIL_4213_V55,08:46:56,08:50:27,90201,76,0,0
WIL_4215_V55,08:01:17,08:00:20,90007,31,1,3
WIL_4215_V55,08:06:18,08:11:12,90006,34,1,3
WIL_4215_V55,08:07:25,08:20:10,90005,36,1,3
WIL_4215_V55,08:17:15,08:18:07,90004,40,0,0
WIL_4215_V55,08:21:38,08:25:24,90406,43,0,0
WIL_4215_V55,08:33:55,08:31:07,90217,47,0,0
WIL_4215_V55,08:31:38,08:25:57,90216,49,0,0
WIL_4215_V55,08:32:40,08:29:06,90215,50,0,0
WIL_4215_V55,08:35:03,08:33:23,90214,51,0,0
WIL_4215_V55,08:32:23,08:31:41,90213,52,0,0
WIL_4215_V55,08:33:28,08:43:32,90212,53,0,0
WIL_4215_V55,08:33:57,08:34:58,90211,54,0,0
WIL_4215_V55,08:37:44,08:43:31,90210,55,0,0
WIL_4215_V55,08:37:08,08:41:14,90209,56,0,0
WIL_4215_V55,08:49:21,08:50:04,90208,58,0,0
WIL_4215_V55,08:44:44,08:46:00,90207,59,0,0
WIL_4215_V55,08:42:20,08:44:35,90206,61,0,0
WIL_4215_V55,08:46:21,08:46:00,90205,63,0,0
WIL_4249_V5,16:44:08,16:41:51,90007,1,0,0
WIL_4249_V5,16:46:09,16:58:24,90006,4,0,0
WIL_4249_V5,16:57:45,16:50:53,90005,6,0,0
WIL_4249_V5,17:04:12,17:06:43,90004,10,0,0
WIL_4249_V5,17:06:21,17:05:13,90406,13,0,0
WIL_4249_V5,17:06:11,17:08:46,90217,17,0,0
WIL_4249_V5,17:10:30,17:05:54,90216,19,0,0
WIL_4249_V5,17:09:33,17:13:09,90215,20,0,0
WIL_4249_V5,17:17:22,17:18:19,90214,21,0,0
WIL_4249_V5,17:15:38,17:24:09,90213,22,0,0
WIL_4249_V5,17:20:11,17:22:07,90212,23,0,0
WIL_4249_V5,17:21:26,17:25:02,90211,24,0,0
WIL_4249_V5,17:30:45,17:21:35,90210,25,0,0
WIL_4249_V5,17:25:20,17:22:28,90209,26,0,0
WIL_4249_V5,17:26:06,17:22:10,90208,28,0,0
WIL_4249_V5,17:30:53,17:36:30,90207,29,0,0
WIL_4249_V5,17:28:36,17:36:24,90206,31,0,0
WIL_4249_V5,17:38:45,17:38:02,90205,33,0,0
WIL_4249_V5,17:36:02,17:42:43,90204,35,0,0
WIL_4269_V5,19:30:29,19:27:41,90007,31,0,0
WIL_4269_V5,19:37:20,19:35:04,90006,34,0,0
WIL_4269_V5,19:51:36,19:42:56,90005,36,0,0
WIL_4269_V5,19:54:08,19:51:07,90004,40,0,0
WIL_4269_V5,19:52:31,19:55:10,90406,43,0,0
WIL_4269_V5,20:05:25,20:00:45,90217,47,0,0
WIL_4269_V5,19:57:51,20:05:12,90216,49,0,0
WIL_4269_V5,20:02:10,20:08:00,90215,50,0,0
WIL_4269_V5,20:00:09,20:00:39,90214,51,0,0
WIL_4269_V5,20:00:02,20:08:55,90213,52,0,0
WIL_4269_V5,20:10:39,20:06:20,90212,53,0,0
WIL_4269_V5,20:07:40,20:07:48,90211,54,0,0
WIL_4269_V5,20:04:06,20:11:25,90210,55,0,0
WIL_4269_V5,20:07:17,20:15:15,90209,56,0,0
WIL_4269_V5,20:13:11,20:07:12,90208,58,0,0
WIL_4269_V5,20:13:55,20:21:41,90207,59,0,0
WIL_4269_V5,20:22:37,20:23:32,90206,61,0,0
WIL_4269_V5,20:26:38,20:27:43,90205,63,0,0
WIL_4269_V5,20:29:42,20:24:02,90204,65,0,0
WIL_4269_V5,20:45:10,20:36:18,90203,69,0,0
WIL_5253_V5,17:06:59,17:10:41,90007,46,0,0
WIL_5253_V5,17:18:47,17:10:59,90006,49,0,0
WIL_5253_V5,17:24:16,17:14:03,90005,51,0,0
WIL_5253_V5,17:29:06,17:25:02,90004,55,0,0
WIL_5253_V5,17:21:36,17:35:12,90406,58,0,0
WIL_5253_V5,17:29:24,17:32:49,90217,62,0,0
WIL_5253_V5,17:37:08,17:39:10,90216,64,0,0
WIL_5253_V5,17:31:45,17:34:05,90215,65,0,0
WIL_5253_V5,17:45:27,17:34:36,90214,66,0,0
WIL_5253_V5,17:36:28,17:42:06,90213,67,0,0
WIL_5253_V5,17:42:40,17:44:11,90212,68,0,0
WIL_5253_V5,17:51:25,17:54:17,90211,69,0,0
WIL_5253_V5,17:47:27,17:43:08,90210,70,0,0
WIL_5253_V5,17:48:28,17:47:54,90209,71,0,0
WIL_5253_V5,18:00:29,17:48:55,90208,73,0,0
WIL_5253_V5,17:57:36,17:57:52,90207,74,0,0
WIL_5253_V5,18:03:41,18:02:53,90206,76,0,0
WIL_5253_V5,18:04:54,18:01:22,90205,78,0,0
WIL_7241_V5,15:10:31,15:16:10,90007,1,0,0
WIL_7241_V5,15:13:09,15:14:12,90006,4,0,0
WIL_7241_V5,15:21:03,15:22:53,90005,6,0,0
WIL_7241_V5,15:21:51,15:22:25,90004,10,0,0
WIL_7241_V5,15:26:59,15:31:51,90406,13,0,0
WIL_7241_V5,15:31:17,15:41:41,90217,17,0,0
WIL_7241_V5,15:38:27,15:44:00,90216,19,0,0
WIL_7241_V5,15:48:54,15:37:06,90215,20,0,0
WIL_7241_V5,15:46:20,15:50:57,90214,21,0,0
WIL_7241_V5,15:40:10,15:43:00,90213,22,0,0
WIL_7241_V5,15:44:38,15:43:49,90212,23,0,0
WIL_7241_V5,15:40:22,15:50:25,90211,24,0,0
WIL_7241_V5,15:48:21,15:46:30,90210,25,0,0
WIL_7241_V5,15:58:02,15:48:39,90209,26,0,0
WIL_7241_V5,15:56:08,15:55:10,90208,28,0,0
WIL_7241_V5,15:53:41,15:55:13,90207,29,0,0
WIL_7241_V5,16:03:55,15:52:40,90206,31,0,0
WIL_7241_V5,16:01:54,16:02:20,90205,33,0,0
WIL_7241_V5,16:01:23,16:00:26,90204,35,0,0
WIL_7241_V5,16:12:35,16:20:09,90203,39,0,0
WIL_7241_V5,16:23:20,16:32:15,90202,43,0,0
WIL_7241_V5,16:39:44,16:38:50,90201,46,0,0
WIL_8265_V55,18:42:19,18:31:43,90007,1,0,0
WIL_8265_V55,18:43:19,18:44:24,90006,4,0,0
WIL_8265_V55,18:51:34,18:48:01,90005,6,0,0
WIL_8265_V55,18:58:45,18:53:18,90004,10,0,0
WIL_8265_V55,18:57:54,18:57:25,90406,13,0,0
WIL_8265_V55,19:05:05,19:08:15,90217,17,0,0
WIL_8265_V55,19:02:02,18:58:38,90216,19,0,0
WIL_8265_V55,19:01:27,19:05:57,90215,20,0,0
WIL_8265_V55,19:12:51,19:04:37,90214,21,0,0
WIL_8265_V55,19:15:17,19:13:36,90213,22,0,0
WIL_8265_V55,19:13:21,19:12:50,90212,23,0,0
WIL_8265_V55,19:10:26,19:06:06,90211,24,0,0
WIL_8265_V55,19:19:42,19:09:53,90210,25,0,0
WIL_8265_V55,19:20:27,19:12:52,90209,26,0,0
WIL_8265_V55,19:12:01,19:24:27,90207,29,0,0
WIL_8265_V55,19:26:20,19:27:50,90206,31,0,0
WIL_8265_V55,19:32:10,19:22:41,90205,33,0,0
WIL_8265_V55,19:34:13,19:32:01,90204,35,0,0
WIL_8265_V55,19:34:37,19:35:39,90203,39,0,0
WIL_8265_V55,19:54:49,19:52:46,90202,43,0,0
WIL_8265_V55,19:59:42,19:56:52,90201,46,0,0
WIL_9201_V6,05:51:46,05:55:07,90007,5,0,0
WIL_9201_V6,05:56:35,05:49:55,90006,8,0,0
WIL_9201_V6,05:57:33,05:59:56,90005,10,0,0
WIL_9201_V6,06:05:27,06:12:24,90004,14,0,0
WIL_9201_V6,06:08:59,06:01:31,90406,17,0,0
WIL_9201_V6,06:19:43,06:13:09,90217,21,0,0
WIL_9201_V6,06:20:19,06:12:27,90216,23,0,0
WIL_9201_V6,06:17:43,06:15:48,90215,24,0,0
WIL_9201_V6,06:19:41,06:14:35,90214,25,0,0
WIL_9201_V6,06:16:25,06:23:33,90213,26,0,0
WIL_9201_V6,06:23:29,06:26:57,90212,27,0,0
WIL_9201_V6,06:27:58,06:24:41,90211,28,0,0
WIL_9201_V6,06:30:51,06:21:32,90210,29,0,0
WIL_9201_V6,06:34:38,06:23:40,90209,30,0,0
WIL_9201_V6,06:31:35,06:26:15,90207,33,0,0
WIL_9201_V6,06:37:00,06:36:16,90206,35,0,0
WIL_9201_V6,06:35:37,06:43:49,90205,37,0,0
WIL_9203_V6,06:51:24,06:52:29,90007,5,0,0
WIL_9203_V6,06:56:07,06:59:20,90006,8,0,0
WIL_9203_V6,07:03:53,06:59:55,90005,10,0,0
WIL_9203_V6,07:00:06,07:02:13,90004,14,0,0
WIL_9203_V6,07:06:17,07:09:30,90406,17,0,0
WIL_9203_V6,07:21:19,07:14:25,90217,21,0,0
WIL_9203_V6,07:18:18,07:09:24,90216,23,0,0
WIL_9203_V6,07:11:43,07:12:47,90215,24,0,0
WIL_9203_V6,07:18:08,07:21:43,90214,25,0,0
WIL_9203_V6,07:24:26,07:18:58,90213,26,0,0
WIL_9203_V6,07:18:56,07:27:49,90212,27,0,0
WIL_9203_V6,07:23:32,07:16:45,90211,28,0,0
WIL_9203_V6,07:19:56,07:26:52,90210,29,0,0
WIL_9203_V6,07:22:42,07:34:00,90209,30,0,0
WIL_9203_V6,07:24:12,07:36:22,90208,32,0,0
WIL_9203_V6,07:27:41,07:32:12,90207,33,0,0
WIL_9203_V6,07:40:35,07:28:01,90206,35,0,0
WIL_9203_V6,07:44:48,07:37:03,90205,37,0,0
WIL_9212_V5,06:53:07,06:53:08,90201,1,0,0
WIL_9212_V5,07:01:44,07:04:38,90202,4,0,0
WIL_9212_V5,07:17:38,07:07:26,90203,8,0,0
WIL_9212_V5,07:28:10,07:17:59,90204,12,0,0
WIL_9212_V5,07:24:43,07:26:27,90205,14,0,0
WIL_9212_V5,07:42:52,07:32:50,90210,22,0,0
WIL_9212_V5,07:44:41,07:40:08,90212,24,0,0
WIL_9212_V5,07:57:20,07:46:49,90406,34,1,3
WIL_9212_V5,07:59:55,07:56:55,90004,37,1,3
WIL_9212_V5,08:02:16,08:02:04,90005,41,1,3
WIL_9212_V5,08:00:34,08:01:15,90006,43,1,3
WIL_9212_V5,08:16:33,08:08:52,90007,46,0,0
WIL_9214_V5,07:39:18,07:38:27,90205,1,0,0
WIL_9214_V5,07:42:35,07:36:05,90206,3,0,0
WIL_9214_V5,07:41:03,07:44:00,90207,5,0,0
WIL_9214_V5,07:50:27,07:49:51,90208,6,0,0
WIL_9214_V5,07:55:49,07:54:22,90209,8,0,0
WIL_9214_V5,07:55:13,07:48:31,90210,9,0,0
WIL_9214_V5,07:55:09,07:46:09,90211,10,0,0
WIL_9214_V5,07:51:27,07:52:46,90212,11,0,0
WIL_9214_V5,07:54:10,08:02:45,90213,12,0,0
WIL_9214_V5,07:56:14,07:51:54,90214,13,0,0
WIL_9214_V5,07:59:43,07:53:13,90215,14,0,0
WIL_9214_V5,08:00:27,07:54:48,90216,15,0,0
WIL_9214_V5,08:10:53,08:03:46,90217,17,0,0
WIL_9214_V5,08:14:17,08:14:13,90406,21,1,3
WIL_9214_V5,08:15:49,08:13:20,90004,24,1,3
WIL_9214_V5,08:14:48,08:21:07,90005,28,1,3
WIL_9214_V5,08:28:20,08:27:45,90006,30,1,3
WIL_9214_V5,08:35:05,08:29:50,90007,33,0,0
WIL_9216_V55,07:58:08,07:57:33,90205,1,0,0
WIL_9216_V55,08:05:27,08:00:20,90206,3,0,0
WIL_9216_V55,08:04:57,08:12:56,90207,5,0,0
WIL_9216_V55,08:19:21,08:16:46,90208,6,0,0
WIL_9216_V55,08:21:32,08:23:57,90209,8,0,0
WIL_9216_V55,08:13:58,08:26:10,90210,9,0,0
WIL_9216_V55,08:24:26,08:24:48,90211,10,0,0
WIL_9216_V55,08:26:41,08:24:17,90212,11,0,0
WIL_9216_V55,08:31:07,08:30:24,90213,12,0,0
WIL_9216_V55,08:30:50,08:27:43,90214,13,0,0
WIL_9216_V55,08:22:48,08:29:08,90215,14,0,0
WIL_9216_V55,08:37:16,08:25:56,90216,15,0,0
WIL_9216_V55,08:33:56,08:38:35,90217,17,0,0
WIL_9216_V55,08:37:37,08:39:41,90406,21,1,3
WIL_9216_V55,08:42:42,08:52:58,90004,24,1,3
WIL_9216_V55,08:52:38,08:49:45,90005,28,1,3
WIL_9216_V55,08:52:48,08:54:53,90006,30,1,3
WIL_9216_V55,09:02:18,08:54:57,90007,33,0,0
WIL_9218_V55,07:48:44,07:44:21,90201,1,0,0
WIL_9218_V55,07:53:45,07:53:31,90202,4,0,0
WIL_9218_V55,08:11:21,08:11:41,90203,8,0,0
WIL_9218_V55,08:11:53,08:23:20,90204,12,0,0
WIL_9218_V55,08:27:24,08:23:36,90205,14,0,0
WIL_9218_V55,08:26:23,08:34:38,90210,22,0,0
WIL_9218_V55,08:34:19,08:30:19,90212,24,0,0
WIL_9218_V55,08:42:28,08:50:11,90406,34,1,3
WIL_9218_V55,08:43:33,08:48:14,90004,37,1,3
WIL_9218_V55,08:58:16,08:46:31,90005,41,1,3
WIL_9218_V55,08:59:58,08:54:54,90006,43,1,3
WIL_9218_V55,09:02:17,08:55:16,90007,46,0,0
WIL_9222_V55,10:10:17,10:04:38,90205,1,0,0
WIL_9222_V55,10:09:47,10:11:51,90206,3,0,0
WIL_9222_V55,10:10:56,10:20:27,90207,5,0,0
WIL_9222_V55,10:23:47,10:18:07,90208,6,0,0
WIL_9222_V55,10:16:26,10:17:57,90209,8,0,0
WIL_9222_V55,10:27:59,10:21:02,90210,9,0,0
WIL_9222_V55,10:26:43,10:19:14,90211,10,0,0
WIL_9222_V55,10:28:46,10:27:20,90212,11,0,0
WIL_9222_V55,10:30:18,10:32:47,90213,12,0,0
WIL_9222_V55,10:25:36,10:28:29,90214,13,0,0
WIL_9222_V55,10:22:50,10:30:07,90215,14,0,0
WIL_9222_V55,10:31:00,10:35:28,90216,15,0,0
WIL_9222_V55,10:31:50,10:36:47,90217,17,0,0
WIL_9222_V55,10:40:50,10:40:53,90406,21,0,0
WIL_9222_V55,10:49:47,10:45:26,90004,24,0,0
WIL_9222_V55,10:56:46,10:51:43,90005,28,0,0
WIL_9222_V55,10:57:15,10:55:55,90006,30,0,0
WIL_9222_V55,10:55:15,10:59:49,90007,33,0,0
WIL_9227_V5,10:29:26,10:25:02,90007,5,0,0
WIL_9227_V5,10:37:38,10:38:44,90006,8,0,0
WIL_9227_V5,10:46:53,10:35:34,90005,10,0,0
WIL_9227_V5,10:43:42,10:43:13,90004,14,0,0
WIL_9227_V5,10:47:54,10:54:41,90406,17,0,0
WIL_9227_V5,10:58:48,10:54:44,90217,21,0,0
WIL_9227_V5,10:58:13,10:58:37,90216,23,0,0
WIL_9227_V5,11:03:13,11:04:50,90215,24,0,0
WIL_9227_V5,11:05:07,10:53:14,90214,25,0,0
WIL_9227_V5,10:55:27,11:05:42,90213,26,0,0
WIL_9227_V5,10:58:13,11:03:27,90212,27,0,0
WIL_9227_V5,11:06:32,11:11:57,90211,28,0,0
WIL_9227_V5,11:04:22,11:10:09,90210,29,0,0
WIL_9227_V5,11:06:38,11:11:44,90209,30,0,0
WIL_9227_V5,11:16:52,11:04:47,90208,32,0,0
WIL_9227_V5,11:08:45,11:16:21,90207,33,0,0
WIL_9227_V5,11:18:53,11:20:20,90206,35,0,0
WIL_9227_V5,11:23:28,11:17:59,90205,37,0,0
WIL_9229_V5,11:31:08,11:35:55,90007,5,0,0
WIL_9229_V5,11:43:12,11:35:06,90006,8,0,0
WIL_9229_V5,11:49:30,11:41:48,90005,10,0,0
WIL_9229_V5,11:56:08,11:58:00,90004,14,0,0
WIL_9229_V5,12:00:17,11:59:10,90406,17,0,0
WIL_9229_V5,12:04:00,12:03:31,90217,21,0,0
WIL_9229_V5,12:10:29,12:00:30,90216,23,0,0
WIL_9229_V5,12:10:44,12:00:23,90215,24,0,0
WIL_9229_V5,12:13:47,12:10:45,90214,25,0,0
WIL_9229_V5,12:14:30,12:02:00,90213,26,0,0
WIL_9229_V5,12:02:09,12:02:16,90212,27,0,0
WIL_9229_V5,12:17:01,12:13:09,90211,28,0,0
WIL_9229_V5,12:16:14,12:11:19,90210,29,0,0
WIL_9229_V5,12:09:40,12:15:57,90209,30,0,0
WIL_9229_V5,12:19:29,12:11:07,90208,32,0,0
WIL_9229_V5,12:23:58,12:12:20,90207,33,0,0
WIL_9229_V5,12:18:41,12:15:42,90206,35,0,0
WIL_9229_V5,12:32:44,12:25:14,90205,37,0,0
WIL_9229_V5,12:27:34,12:24:16,90204,39,0,0
WIL_9229_V5,12:35:17,12:46:29,90203,43,0,0
WIL_9230_V5,08:30:21,08:35:52,90201,1,0,0
WIL_9230_V5,08:36:58,08:48:21,90202,4,0,0
